#RA DEC r-mag spread_model spread_model_err
76.80216217 -55.55928421 22.3997 1.15297 0.0280814
77.25291443 -55.55604935 22.3548 3.49476 0.0218824
76.82770538 -55.55642319 36.3603 6580.06 -3.3136
77.13033295 -55.5558548 22.994 0.241104 0.00281867
76.87634277 -55.56570816 22.8726 0.183311 0.00811471
76.79972839 -55.55957031 22.1273 0.844109 0.00533616
77.09135437 -55.54701996 23.0132 0.629875 0.00129157
76.49546051 -55.55628586 22.984 2.20633 0.0195527
76.81565094 -55.57107162 22.9231 0.67467 0.0091283
77.1390686 -55.56753922 20.9424 0.0954253 0.0100222
77.28378296 -55.5667305 18.4064 0.000769968 -0.000337645
77.27111053 -55.56329727 20.2646 0.0311474 0.0183734
77.27153778 -55.56864166 20.82 0.0505376 0.00539207
77.335289 -55.57062531 21.4095 0.0333278 0.0146016
77.18470001 -55.55049133 22.2445 1.85223 0.0140146
77.12689972 -55.55910873 22.9487 0.150658 0.0066221
77.29991913 -55.57167053 20.6246 1.99076 0.0128179
76.45947266 -55.54415894 21.8866 0.0222558 0.00139918
76.87096405 -55.57263565 23.4386 0.355285 0.016165
76.73007202 -55.54798126 23.146 0.0511067 -0.00116021
77.07041931 -55.54668045 22.3259 0.304987 0.0100925
76.45715332 -55.54616928 32.4382 166.596 -0.97659
77.43305969 -55.55388641 20.4321 0.0177683 0.00113367
76.8077774 -55.55965042 23.2554 2.40465 -0.0437413
76.75215912 -55.54823303 21.8838 0.0686468 0.00255005
77.21557617 -55.54826355 22.4175 1.11521 0.0122721
77.17103577 -55.55087662 21.036 0.663279 0.0123285
77.07106018 -55.54740143 21.2897 0.0342637 0.0253425
76.87636566 -55.55256271 21.4854 2.35794 0.00603349
77.12521362 -55.55340576 27.8509 87.0322 0.0658634
76.7308197 -55.55173492 22.3909 0.0465046 0.007598
76.61067963 -55.55146027 22.5226 0.0663697 0.0166749
76.73199463 -55.56929016 22.5103 0.0478576 0.00729867
76.74895477 -55.55090332 22.677 1.01714 0.00594164
77.28145599 -55.54853821 22.1262 0.097423 0.00920249
76.66672516 -55.55102539 23.0086 0.407183 0.00775103
76.74983978 -55.55126572 22.726 0.142381 0.0231882
77.05382538 -55.54763412 22.4465 0.118763 0.0159426
77.02579498 -55.57567596 17.2317 0.00128771 0.0221607
76.66010284 -55.56653976 22.2502 0.136509 0.0200437
76.82694244 -55.55685425 24.2859 8.47102 -0.0432637
77.27896118 -55.57078552 23.4192 0.115962 0.0211005
76.80892944 -55.55936432 25.1602 2.05024 -0.0668643
76.83036804 -55.56270981 20.2116 0.00339514 -0.00011408
77.18585968 -55.55265427 21.8417 5.74787 0.219513
77.27008057 -55.56272125 21.8484 0.115703 0.00860963
76.59638977 -55.55033875 20.9121 0.162396 0.0149197
76.82413483 -55.55663681 23.4899 0.269777 0.0353143
76.47650146 -55.54010773 24.3981 0.142948 -0.00556671
76.48517609 -55.55112076 19.5908 0.00800609 0.0120198
76.62180328 -55.54961395 22.336 0.166863 0.00484625
76.8371582 -55.55614471 25.9573 0.889161 0.00522698
76.50291443 -55.56288528 22.2152 0.0360932 0.0118969
76.55674744 -55.55620956 21.2756 0.0518886 0.00792913
76.79728699 -55.56483841 15.9817 0.00131588 0.00420784
77.36264038 -55.57212448 16.0349 0.00102434 0.0021274
76.8014679 -55.57221222 23.1201 0.0865241 0.00170908
76.96625519 -55.57295227 21.8763 0.134366 0.00203438
77.39962006 -55.56578445 20.4344 0.00954065 0.016041
77.41152191 -55.56819534 16.8367 0.000454242 -0.000456497
77.06741333 -55.5668335 22.4225 0.0247639 -0.00121738
76.83204651 -55.556427 21.2775 0.0151852 2.07272e-05
76.74289703 -55.56049728 27.0469 8.96942 -0.0484278
77.10754395 -55.57220459 22.6957 0.0730925 0.0157978
76.45791626 -55.53591919 23.413 0.442228 0.0117635
76.99855804 -55.5548172 11.1813 0.0190271 -7.14337e-07
77.05484772 -55.54734421 23.7028 0.136068 0.0127605
77.29704285 -55.59348679 14.3364 0.00150283 0.00397265
77.06840515 -55.55686569 20.6628 0.00589557 7.10913e-05
76.77986145 -55.54769897 22.3807 0.0943114 0.00270178
76.64671326 -55.54707718 23.3558 0.332241 0.0114695
76.61791229 -55.57112503 23.1506 0.266401 0.0106428
77.03713226 -55.56216431 24.0387 0.106188 0.000917331
77.15493774 -55.54859161 22.6747 0.268395 0.00624292
77.36161804 -55.54699707 30.38 0 -0.105699
76.83309937 -55.54812241 23.559 0.084468 0.00829236
76.43100739 -55.53443527 25.4275 0.457703 -0.030316
76.93343353 -55.56616211 18.9103 0.00291108 0.010114
76.88414764 -55.55538559 21.6154 0.369119 0.00272746
77.25364685 -55.56796265 23.578 0.181743 0.00161316
77.04788208 -55.57176208 22.7959 0.0414294 0.00204876
76.65740204 -55.56920242 16.967 0.000432519 -0.000235808
77.15315247 -55.54852295 20.8094 0.0260167 0.012806
76.66650391 -55.56424332 20.793 0.0234376 0.00199369
77.31700134 -55.55428696 22.7463 1.27998 0.0184778
77.23688507 -55.56381226 15.7134 0.0104851 0.00725954
76.82311249 -55.55656433 23.7422 0.62304 0.00786917
76.58868408 -55.5684433 21.8643 0.0161758 -0.000359692
77.20909882 -55.55289841 20.8872 0.36505 0.0226163
77.12379456 -55.5503006 20.4343 1.87937 0.0910186
76.80254364 -55.55964661 22.4019 1.11473 -0.00462309
76.70854187 -55.56173325 20.3485 1.67575 0.0067921
76.97531891 -55.55908585 22.4861 0.060003 0.00817741
77.39754486 -55.55185318 21.8026 0.306758 0.00878256
76.88249969 -55.55162811 24.2724 1.41655 -0.00724074
76.80998993 -55.54874802 23.9558 0.231021 0.0121461
76.44313049 -55.54445267 24.7562 0.206451 -0.0205445
76.4752655 -55.52602005 22.076 0.364621 0.0119879
76.6137619 -55.56360245 23.302 0.222673 -0.00664102
76.9630661 -55.56732178 21.2144 3.90914 -0.0132855
77.25204468 -55.55908203 21.093 0.21238 0.0143596
76.44185638 -55.53433609 23.432 0.22945 0.0129313
76.60468292 -55.55050659 22.8464 0.244277 0.0104463
76.68057251 -55.56153107 17.7825 0.000356653 -0.00024743
76.87609863 -55.55862808 22.5336 0.026987 -0.0021575
76.76235199 -55.55164337 17.2193 0.000581333 0.000265095
77.42192078 -55.55089569 21.0333 0.873967 0.0203329
76.76972198 -55.56003571 25.1543 2.25976 -0.189255
76.83792114 -55.55621719 25.7557 0.714799 0.000887519
76.87075043 -55.54981613 19.3997 0.00402905 0.019192
77.21061707 -55.55109024 22.2321 0.927054 0.0648827
77.2605896 -55.55725861 22.556 0.0513012 0.00839137
76.75426483 -55.55986404 17.08 15.6898 1
76.45491791 -55.52059555 20.386 0.242339 0.0140677
76.48278046 -55.52720642 23.4284 0.148305 0.00678144
76.46186829 -55.526474 22.1434 0.0848323 0.00887427
76.75950623 -55.56008911 23.5709 0.473409 -0.00236279
77.15376282 -55.56715775 23.2946 0.26982 0.00315922
77.34999847 -55.55960083 22.9063 0.0778594 -0.00606853
76.96421051 -55.56861877 21.1816 0.113919 0.0113973
76.58824921 -55.54698944 22.1506 0.0331421 0.00934496
76.71396637 -55.57236099 22.1676 0.240046 0.0153411
76.47271729 -55.54644775 24.1493 0.315982 -0.00484691
77.120224 -55.55088425 21.307 0.0724588 0.00638374
76.53524017 -55.54942322 22.7064 0.0370506 -0.000694522
77.38459015 -55.55796814 24.2119 0.112142 0.00519766
76.56822968 -55.55704117 27.2121 5.36774 -0.225439
76.83992004 -55.57210541 18.1097 0.000552831 -0.000173994
77.12746429 -55.57037354 22.2338 0.424613 -0.000926575
76.65192413 -55.55041504 19.6126 0.00888159 0.0165373
76.76197815 -55.5502739 18.8131 0.00202975 0.000405956
76.69419861 -55.54834366 20.3439 0.00734439 0.0111564
76.96395874 -55.5702095 21.458 0.144735 0.00872106
77.21121216 -55.56386948 22.9538 5.39028 0.00424699
76.65625763 -55.56797409 21.5586 0.0129467 0.000724004
76.68972778 -55.54825974 20.2992 0.00714434 0.000223848
76.7370224 -55.56055832 26.8666 1.20807 -0.0416185
76.7974472 -55.55566788 21.599 0.0713817 0.0125122
76.55228424 -55.56796646 22.73 0.320079 0.0117329
77.36830139 -55.55152512 22.4081 0.731117 -0.0037244
77.21993256 -55.55041885 20.4263 1.20358 0.0259198
76.81020355 -55.5587883 32.1496 110.607 1
77.23317719 -55.56338882 32.3684 702.15 1
76.49841309 -55.52177429 23.0449 0.210504 0.0127393
76.75695038 -55.55987167 24.327 0.716402 0.00953824
77.24604797 -55.55989075 22.7203 0.256766 0.00568816
77.23862457 -55.55673218 33.4899 271.054 -1.22559
76.92398834 -55.55821609 18.0339 0.00295271 0.0132498
77.23049927 -55.56339645 36.7013 0.000492807 -0.0737869
77.01184845 -55.56326294 36.9121 0 1
76.47699738 -55.55173874 23.9953 0.276603 0.0141457
76.4488678 -55.53472519 21.0513 0.0589495 0.0112629
76.99640656 -55.57128525 22.9871 0.178927 0.00769479
76.92973328 -55.55598068 25.7789 501.171 -0.00988208
77.06138611 -55.55882263 23.4736 0.581368 0.0109121
77.11995697 -55.54734421 23.6896 0.941802 -0.00608143
77.26709747 -55.55651855 23.0784 0.563196 0.00513807
76.68959045 -55.5689888 20.5648 0.0154415 0.004891
76.99767303 -55.56658936 22.3052 0.295456 -0.000561004
76.89359283 -55.56023026 22.5332 0.848892 0.00401327
77.04251099 -55.56757736 22.7937 0.258685 0.00565162
76.6319809 -55.56914139 22.3343 0.810904 0.00471449
77.39068604 -55.56646729 22.091 0.140277 0.0107897
76.64093781 -55.56742859 18.647 0.00279849 0.0215169
76.5531311 -55.57259369 21.4964 0.104397 0.00952225
76.79296112 -55.55992126 21.8797 0.373305 0.00702886
76.61614227 -55.56945801 23.3569 0.493717 0.00148471
76.6805191 -55.5696907 20.7748 0.00880439 -0.000302202
76.79743195 -55.560215 22.1778 3.38633 0.00162447
77.14251709 -55.56695557 23.6167 0.28075 0.00366411
76.89997864 -55.56044769 19.8765 0.00468895 0.00107762
77.20101166 -55.56620407 24.0056 1.1002 0.00363941
76.95335388 -55.56118011 18.9375 0.00113223 3.08198e-05
76.83419037 -55.56589127 19.0798 0.00583801 0.0260568
76.75605011 -55.56044769 23.3287 0.625104 0.011124
76.59663391 -55.55105972 20.3711 0.895863 0.0177886
76.79155731 -55.56027985 21.9309 0.681752 0.00557729
77.18112183 -55.55078506 21.8985 0.159645 0.00972359
77.10912323 -55.55241394 21.5639 6.64148 0.000439129
76.95233154 -55.55251694 21.256 4.52986 0.0196496
77.16368103 -55.58317184 13.753 0.00898952 0.00749092
76.90329742 -55.55669403 22.5778 0.102892 0.00554647
76.94684601 -55.55273056 23.5784 19.5998 -0.0010201
76.76018524 -55.55128098 23.2922 2.10914 0.0057717
76.80356598 -55.55885315 22.2898 0.150959 0.01236
77.25130463 -55.56190109 20.4205 0.230163 -0.026872
77.35701752 -55.57127762 20.8327 1.03701 0.00579454
76.51554871 -55.56343842 22.2258 0.103065 0.0218254
76.77329254 -55.56032944 23.3777 0.571077 -0.00654333
77.12187958 -55.54972839 20.3811 0.73304 0.0138071
76.4651947 -55.53544235 20.576 0.0517899 0.0155014
77.17930603 -55.56783295 19.0974 1.341 0.0105992
76.54348755 -55.56678391 21.3016 0.117602 0.0107054
76.7618866 -55.56955719 23.837 0.158735 0.00977091
76.48162842 -55.54857635 24.6047 0.262794 -0.0023086
77.1684494 -55.56698608 21.1292 0.0740394 0.0217129
76.56198883 -55.56864929 20.8809 0.0149504 0.0174349
76.67346954 -55.57249069 21.4658 0.047468 0.00404304
76.82543182 -55.54927063 21.7966 0.021626 0.0139077
76.98897552 -55.54875565 20.764 0.0175899 0.000471034
76.73606873 -55.54798889 23.2016 0.228729 -0.000901532
77.13619995 -55.55475998 22.7594 0.0442727 -0.000214663
77.01824188 -55.56708527 22.7504 0.108384 0.0100343
76.61450195 -55.56692505 22.7315 0.105707 0.00753793
76.55435181 -55.56602478 21.4744 0.0232571 0.000252761
76.62355804 -55.56818008 21.7733 0.270158 0.0162182
76.48547363 -55.54736328 20.9631 0.00799486 0.000483118
76.50236511 -55.52171707 22.4524 0.372714 0.0153747
76.88476562 -55.56657791 28.7766 36.9865 -0.224066
76.48033905 -55.53932953 23.4963 0.15055 0.00258724
76.7858963 -55.57060242 22.3925 0.436161 0.0128331
77.133255 -55.5531044 21.6776 11.5108 1
76.99638367 -55.5501976 22.6957 0.0662025 -1.33635e-05
76.75247955 -55.55979156 25.0445 2.00818 -0.0278375
76.9912796 -55.55157089 19.7603 0.265349 0.0154078
76.80371857 -55.55163193 23.6262 0.455925 -0.000333394
76.88722229 -55.55155945 24.9471 1.64728 -0.0542388
76.7527771 -55.55184555 19.8226 0.593127 0.0329607
76.79692078 -55.560215 22.3395 0.577799 -0.013783
77.36677551 -55.55224991 22.1794 0.144934 0.0178129
76.49626923 -55.55210114 20.1568 0.0181637 0.0170973
77.1519928 -55.57084274 17.9268 0.000554692 -0.000138636
76.59437561 -55.5467186 19.0986 0.00530012 0.0119289
77.4018631 -55.56122589 36.7388 0 0.0273896
77.01274109 -55.56383896 36.9187 14.7313 1
77.10269165 -55.57307816 23.2718 0.0532704 0.00154587
77.16859436 -55.57074356 21.0511 1.19875 0.0455251
76.60971069 -55.55969238 23.9079 0.795493 -0.000229662
76.6259613 -55.55612564 21.7074 1.59913 0.0242039
77.20700073 -55.56416702 21.8103 5.37405 -0.00741713
77.27709198 -55.56097031 23.1705 0.0420916 -0.00174693
77.37763977 -55.56463623 23.6186 0.134899 0.00442146
76.54279327 -55.57226944 20.068 0.00428104 0.000118864
76.7833252 -55.57319641 22.7273 0.105927 0.00399359
76.84418488 -55.55419922 18.7327 0.00130203 -0.000206151
77.09378052 -55.546875 22.5235 0.0303582 -0.000403241
77.36586761 -55.56287003 36.5871 1521.2 1
76.80484009 -55.55957413 26.1768 0.730681 -0.0633127
77.3806076 -55.56801987 24.2384 0.109963 -0.00614234
76.55167389 -55.55330276 22.7673 0.151889 0.00486141
76.78675842 -55.54785156 19.2722 0.00308029 0.000175576
76.47833252 -55.52574539 18.4308 0.00147961 0.000229111
77.39503479 -55.56702805 23.9509 0.206201 0.00768871
77.20220184 -55.57277298 22.4627 2.50356 0.00810077
76.59980011 -55.55403137 15.6484 0.00116769 0.00158099
76.58102417 -55.55440903 23.6077 0.183831 -0.00516876
77.11166382 -55.54836655 23.6227 0.117797 0.00789251
77.37116241 -55.55649567 18.1365 0.000944804 0.000334629
76.70314026 -55.54691696 22.9652 0.0646286 0.00831661
76.45046234 -55.53010941 20.1999 0.0423217 0.0187277
77.40603638 -55.56879425 23.9301 0.0986984 0.000548709
77.13230133 -55.56718826 22.9993 0.112729 0.00460165
77.12276459 -55.54741287 21.9121 0.0895962 0.0167385
77.17788696 -55.5653801 20.769 0.580655 0.00162778
76.70044708 -55.54850006 21.969 0.0400379 0.0217247
76.86114502 -55.56288147 22.716 0.093322 0.00072095
77.11689758 -55.54922867 21.4788 0.0405857 -0.000633816
76.50058746 -55.53225327 23.661 0.145039 0.000179031
77.15716553 -55.558918 22.3948 0.201236 0.00531056
77.36433411 -55.56287384 24.2035 0.653516 0.00258984
77.37823486 -55.56124115 30.6507 297822 0.0291825
76.45920563 -55.53476715 23.0516 0.16947 0.00611458
76.8344574 -55.5634346 21.7257 0.651043 0.0122242
76.84905243 -55.54821014 21.3658 2.16852 0.0116923
77.152771 -55.54895782 20.2995 0.217503 0.0169293
76.62661743 -55.56919861 20.1293 0.0158958 0.0101796
76.9848175 -54.38564301 20.7562 0.125261 0.0122076
77.44654846 -54.3852272 22.0272 0.0615806 0.00168735
76.75959778 -54.38477325 23.2489 0.157572 0.0106647
76.72351837 -54.38428116 21.2736 10.0823 0.000867594
76.83488464 -54.384655 23.1943 0.366494 0.00444497
76.98469543 -54.3846283 21.2484 0.0145049 0.00255342
77.52963257 -54.38429642 20.9681 0.0267907 -0.00160046
77.01681519 -54.38460541 23.1732 0.0792443 0.00130905
77.24203491 -54.38477707 20.3636 0.0215489 0.0132607
77.37399292 -54.38435364 36.0158 0 -0.0441241
77.32475281 -54.38434601 22.8331 0.0749095 0.00249733
76.90074158 -54.38402939 19.3569 0.0039759 0.00125022
77.16005707 -54.38421249 22.7832 0.140194 0.00769005
76.82720184 -54.3836937 21.4667 0.0465555 0.00761462
77.3868866 -54.38382721 25.704 0.78856 0.0207583
77.33864594 -54.38389587 23.3303 0.109124 0.00593033
77.4449234 -54.38349533 20.5571 0.540383 0.0109275
77.59484863 -54.38271713 23.2196 0.408243 0.0022033
77.4041214 -54.38292694 23.0604 0.353263 0.00479633
77.54090118 -54.38231277 21.5833 0.0360817 0.00894908
77.216362 -54.38254929 22.5225 0.104728 0.0104105
76.9193573 -54.38204956 22.3591 0.128754 -0.000802296
77.34607697 -54.38179398 22.1021 0.103762 0.00984722
77.60910034 -54.38115311 22.7582 0.333267 -0.00506611
77.52179718 -54.38106537 24.1119 0.217769 -0.00291817
77.60909271 -54.38071823 22.7575 0.703989 0.0147769
76.93534851 -54.38316727 17.7221 0.00995098 0.00768958
76.73124695 -54.38062668 23.2883 9.81599 -0.0205501
77.16589355 -54.38139725 23.5286 0.752257 -0.00182249
77.4853363 -54.38080215 22.6454 0.230447 0.00140016
77.10351562 -54.38101196 22.8122 1.53842 0.00446683
77.52067566 -54.38049316 27.4781 38.4355 -0.00799675
77.628479 -54.38418961 19.038 0.0187179 0.0189656
77.36107635 -54.38061523 19.9203 1.15402 0.0197784
77.3133316 -54.38067627 20.6296 0.0240655 0.00393493
77.00902557 -54.38055038 22.8658 7.47875 0.0031878
76.9022522 -54.38020706 23.0062 0.14501 0.00732511
76.85079193 -54.3799324 22.3254 0.072621 0.00130992
77.12409973 -54.38008499 20.546 1.04182 0.0299254
77.5252533 -54.37953949 21.7105 7.4347 -0.0198997
77.5941925 -54.37896347 22.4901 2.58749 -0.00335871
76.73784637 -54.37834167 19.1454 0.31818 0.0280126
76.85279083 -54.37856293 30.3815 0 -0.00914265
77.62857056 -54.38173294 17.9464 0.0104871 0.00942122
77.46002197 -54.37898636 20.0293 0.00844992 0.0140337
77.26013184 -54.3785553 24.0051 0.264854 0.00399877
77.41600037 -54.37835693 20.7082 0.0998848 0.0137499
77.21871948 -54.37857437 20.6571 0.937208 0.0326581
77.41318512 -54.3844986 23.1137 0.264899 0.013418
77.39840698 -54.38127899 23.9981 0.340852 0.00960848
77.45135498 -54.38117218 14.901 0.000713399 0.0178554
77.36257935 -54.38444138 33.6528 0 -0.135135
77.0711441 -54.38134766 23.6977 0.254684 0.00299045
77.56784058 -54.38562393 24.1606 0.429116 0.00325993
77.37870789 -54.38557053 24.1711 0.15376 0.00183166
77.00466156 -54.38531113 22.752 0.915467 0.00342832
77.23497009 -54.38514328 22.1274 0.0701873 0.0118419
76.99002838 -54.38449478 22.91 0.196164 0.00976597
77.25344849 -54.38470078 23.0484 0.138042 0.00480413
76.7514267 -54.38380814 18.8362 0.0102339 0.00156983
77.34671021 -54.38431931 23.5976 0.0831801 -0.00189118
76.69190216 -54.3834343 22.3508 4.42523 0.000532436
77.54587555 -54.38388443 22.5566 0.0684264 0.000966355
77.37002563 -54.38536835 20.7231 0.0302982 0.0152619
77.6329422 -54.38453293 21.969 0.0658795 0.0147848
77.19032288 -54.38399887 23.1137 0.579925 0.00580236
76.95097351 -54.38341522 22.9442 0.10386 0.0141714
77.59448242 -54.38272095 23.2695 0.190403 -0.00172932
77.05973053 -54.383358 22.7315 0.158418 0.00864935
76.89343262 -54.3827858 22.9355 0.260067 0.00630952
76.93695831 -54.38259125 20.7755 0.17345 0.00638186
77.00888824 -54.38242722 22.711 0.603849 0.00598752
76.89021301 -54.38212585 30.4032 85.2783 -0.253979
76.97528839 -54.38201523 20.453 0.0638436 0.0121863
76.94490814 -54.38123703 30.5132 0 0.00470638
77.03915405 -54.38131332 23.1861 3.58396 0.00360001
77.16179657 -54.38132477 22.1233 0.0451126 0.0113514
77.5164566 -54.38072205 21.5899 0.0564422 0.00611845
76.87806702 -54.38065338 23.1935 0.076292 -0.00607122
77.58998871 -54.38035202 22.3848 0.153274 0.00124992
76.83516693 -54.38039398 20.9569 0.50936 -0.00223877
77.07337952 -54.38077164 23.2159 0.388302 0.00773832
77.53381348 -54.3801651 24.4827 0.778952 -0.00604339
77.44924164 -54.38023758 20.5985 0.0549267 0.017501
77.35822296 -54.38040543 19.9394 1.35812 -0.00403237
77.3099823 -54.38024902 22.729 0.0900346 0.00155392
77.24959564 -54.3800087 22.6914 0.704392 0.00596739
77.53132629 -54.37930679 24.4968 14.1373 -0.210944
77.10103607 -54.37949371 29.9742 68312.9 -0.227996
76.97914124 -54.37905884 22.3514 5.02384 -0.00355183
77.4208374 -54.37870789 21.9039 0.238528 0.0146932
77.13030243 -54.37763214 22.2555 8.0063 -3.00132e-05
76.8793335 -54.37733459 22.4304 0.630415 0.0127172
76.95522308 -54.37735748 20.1171 5.05368 -0.00557771
76.98981476 -54.37698364 20.4216 1.1937 0.0316686
77.53762817 -54.37639999 24.7297 0.704432 -0.000535084
77.28879547 -54.38561249 36.0951 0 -0.021385
77.59673309 -54.38466263 22.8129 1.6282 -0.005004
77.53310394 -54.38399506 23.9607 0.154006 -0.000651286
76.83216095 -54.38406754 23.1754 0.39123 0.00727838
77.19317627 -54.38450241 22.6874 0.0772528 0.00370527
77.44145966 -54.38422775 20.04 0.0154346 0.00472997
76.96634674 -54.38416672 21.43 0.0501731 0.020172
77.17060089 -54.38428497 24.505 0.226434 -0.00729091
77.21586609 -54.3841362 24.3117 0.289487 0.00525961
76.73047638 -54.38315201 22.9125 0.10988 -0.00287542
76.73469543 -54.38288116 23.4997 0.74503 0.0183776
77.12731934 -54.38340759 21.7194 0.121936 -0.00779269
76.99661255 -54.38298798 22.5022 0.113242 0.00929298
77.12806702 -54.38311768 21.4595 0.0760853 0.00898316
77.49129486 -54.38237762 24.2697 0.514726 -0.0187282
77.1789093 -54.38277054 23.3139 0.115843 0.00433801
76.88934326 -54.38212585 24.9964 1.74788 -0.0956494
77.36269379 -54.38205719 23.0917 4.96114 -0.00751539
76.76395416 -54.38334656 19.9437 0.0182869 0.0163454
76.9132843 -54.38102722 34.2788 0 1
77.21177673 -54.38124847 22.4854 0.233097 0.0224976
77.12831879 -54.38109589 24.2909 0.603933 0.000713146
77.4491272 -54.38074493 21.6343 0.0244243 0.0143641
77.51584625 -54.3812294 19.0799 0.00843933 0.00512268
77.61491394 -54.38011932 23.9128 3.93665 -0.0203268
76.84285736 -54.38034439 24.8532 1.37933 -0.00607484
77.10276794 -54.38057709 23.2972 0.557106 0.000854474
77.03494263 -54.38043976 22.4073 7.81015 0.00603387
77.27204132 -54.38027954 22.5025 0.208316 0.00748402
76.96326447 -54.37982559 24.75 42.862 0.00237443
77.52203369 -54.37955093 24.5996 0.697349 0.0147757
76.93115234 -54.37954712 23.5313 0.50527 -0.00253158
76.88167572 -54.37936401 23.583 0.189306 -0.000609872
77.07450104 -54.37939835 24.2547 29.9161 0.000234773
77.52090454 -54.37861252 28.7939 38.4412 -0.089325
77.29671478 -54.37888718 23.2261 0.133927 0.00285581
77.29174805 -54.37636566 24.4939 10.4241 0.0765242
76.88046265 -54.3760376 23.094 0.139693 0.0104969
77.56576538 -54.37566376 21.6001 0.116183 0.013356
77.49124908 -54.3758049 21.5107 0.0988169 0.00342086
77.32807922 -54.3760376 23.3738 19.1958 0.0435478
77.51554871 -54.37559509 23.4793 1.56317 -0.011821
76.79454041 -54.3752861 31.3901 0 1
77.0949707 -54.3758049 22.0363 1.40708 0.0444135
76.75539398 -54.3837471 24.0692 0.20989 0.00129568
76.94886017 -54.38420486 22.4268 0.200052 0.00186962
77.21437836 -54.38103104 22.2394 0.103312 0.00285954
77.427948 -54.38584518 22.7827 0.219848 0.00620017
77.26485443 -54.38563156 24.7617 0.297959 0.0212326
77.39408875 -54.38518524 23.4324 0.0910599 0.00186723
77.13253021 -54.3850708 22.057 0.800345 0.00634814
76.99759674 -54.38428879 22.9895 0.198959 0.00266466
77.62586212 -54.38354874 22.6087 0.443958 -0.00263208
77.05439758 -54.38422012 23.1301 0.264144 0.0131908
77.62425232 -54.38348007 23.2792 0.108517 -0.012191
77.35253143 -54.38402176 24.2959 0.149588 0.00996681
77.15782928 -54.38399506 21.8736 0.020964 0.00197367
76.69438934 -54.3825798 19.7312 24.0716 -0.0589035
76.72837067 -54.38285446 21.3703 0.451912 0.00913584
77.10003662 -54.38331985 22.481 9.86421 -0.0236277
77.50097656 -54.38264084 23.3423 0.452803 0.00321618
77.00653076 -54.38264084 24.1866 0.335319 0.00425655
77.44429779 -54.38291931 20.4044 0.0543703 0.00685911
76.90236664 -54.38186646 23.0275 0.840964 0.00669553
77.3525238 -54.38207245 23.4824 0.171517 0.0132918
77.31494904 -54.38175964 21.709 0.404306 0.00402619
77.26298523 -54.38100815 24.6663 0.668305 -0.0037731
76.91316223 -54.3807373 22.4766 5.62456 -0.0165132
77.38278198 -54.38072586 24.0396 0.120454 0.00242065
77.00183105 -54.38082886 30.367 45738.8 0.011187
76.84024811 -54.38033676 23.5552 0.699013 0.00179809
76.95818329 -54.38039398 23.8557 22.6214 0.000942353
77.45320892 -54.38015747 21.6784 0.219904 0.016669
77.32337952 -54.38037872 22.7508 0.163939 0.00743458
77.29051971 -54.38033676 19.0168 0.008617 0.0031275
77.28791046 -54.37997818 24.2516 0.243426 0.0108188
77.23371887 -54.37972641 21.1594 1.29662 -0.00214902
77.61291504 -54.37868118 19.8201 0.00846335 -0.00257362
77.53256226 -54.3788681 23.866 5.65358 -0.0154985
76.7871933 -54.37851334 21.9245 7.89622 -0.0120947
76.72792816 -54.37808609 21.9882 6.07001 0.0061319
77.4382782 -54.37188339 21.604 0.14504 -0.00365871
77.33253479 -54.37574387 23.0533 9.30096 0.013926
77.20445251 -54.37569046 23.9183 21.1507 0.0183802
77.4888916 -54.3752327 22.3903 2.61798 -0.0175579
76.9392395 -54.37522888 22.6565 0.621144 0.000773669
76.99800873 -54.37548065 15.4887 0.00187497 0.0280331
77.58039093 -54.37453461 23.9176 0.210196 0.00778672
76.99739075 -54.3749733 21.0885 0.108368 -0.0145149
76.67514801 -54.37405014 20.668 0.115498 0.0263847
76.75041199 -54.38575363 23.992 0.267768 0.00442072
76.81713867 -54.38575745 22.6173 0.117634 0.00277853
77.3495636 -54.38590622 23.8553 0.17801 0.00682235
77.18759155 -54.38565826 24.3601 0.277722 0.0026912
77.12520599 -54.38564682 24.3877 2.30211 0.00603002
76.86340332 -54.38494873 23.6326 0.0947538 0.000209423
77.33802795 -54.38526917 36.1416 15241 1
77.11988068 -54.38506317 23.9837 0.383971 0.00204992
77.34187317 -54.38497543 36.1988 0 1
77.07337189 -54.38430786 23.2622 0.901786 -0.0090213
76.94997406 -54.38399124 22.4388 0.131825 0.00304283
77.26857758 -54.38411331 30.5794 61.201 -14.5066
77.4573288 -54.38383102 22.2466 0.133969 0.00492371
77.22554016 -54.38420486 19.1152 0.00547734 0.0028385
77.08850098 -54.38396072 20.7873 0.291859 0.0113691
77.45174408 -54.38333893 20.4852 0.0697615 -0.00106937
77.49526978 -54.38287354 23.1633 0.0969634 0.00187837
77.15323639 -54.38312912 23.8511 0.273428 0.00380786
77.37993622 -54.38261032 23.8211 0.154406 0.00111137
77.37770081 -54.38225174 22.5727 0.0750371 0.00764893
77.24624634 -54.38217545 24.4922 0.170328 -0.0010948
77.09049225 -54.38179398 23.0702 0.151617 0.00303659
77.02650452 -54.38172913 19.7344 0.00725311 0.018105
77.45321655 -54.38066101 21.4709 0.0758433 0.00149892
77.21759796 -54.38088608 22.3988 0.29172 0.00925821
76.850914 -54.3802948 22.3701 0.20076 -0.000295899
77.09384155 -54.38056946 21.2357 0.0539903 0.0147445
